,word,lemma1,lemma2,Sd15_Cosine,Sd15_CosRev0Score,Glo_Cosine,Glowca_CosRev0Score,location,episode,time,salience_1,salience_2,salience_3,salience_4,salience_13
48,his,his,time,0.669079258497757,0.330920741502243,0.789307524291784,0.210692475708216,John's Room,2,50,0,0,0,0,0
49,beginning,begin,horror,0.111156802376995,0.888843197623005,0.273565830459102,0.726434169540898,Afghanistan,2,51,0,0,0,1,0
50,horror,horror,scene,0.0621373321912481,0.937862667808752,0.520508000938884,0.479491999061116,Afghanistan,2,52,0,1,0,0,0
51,he,he,experience,0.598840473678168,0.401159526321832,0.616021219005454,0.383978780994546,Afghanistan,2,54,0,0,0,0,0
52,experiencing,experience,turmoil,-0.12094401306174,1.12094401306174,0.33084149291448,0.66915850708552,Afghanistan,2,55,0,0,0,0,0
53,turmoil,turmoil,trauma,0.905000447688674,0.0949995523113262,0.293325528302027,0.706674471697973,Afghanistan,2,56,0,1,0,0,0
54,trauma,trauma,violence,0.934762358034857,0.0652376419651433,0.448342486816605,0.551657513183395,Afghanistan,2,57,0,1,0,0,0
55,violence,violence,he,0.604261594709791,0.395738405290209,0.41155544541923,0.58844455458077,Afghanistan,2,58,0,1,0,0,0
56,starts,start,man,0.865430759580325,0.134569240419675,0.561669184258368,0.438330815741632,Afghanistan,2,59,0,0,0,0,0
57,man,man,lot,0.860754778631942,0.139245221368058,0.661514882932725,0.338485117067275,Afghanistan,2,60,0,0,0,0,0
58,lot,lot,flashback,0.653235706948013,0.346764293051987,0.105146793198231,0.894853206801769,Afghanistan,2,61,0,0,0,0,0
59,flashbacks,flashback,set,0.436833030963429,0.563166969036571,0.137229523674341,0.862770476325659,Afghanistan,2,62,0,0,1,1,0
60,set,set,flashback,0.436833030963429,0.563166969036571,0.137229523674341,0.862770476325659,Afghanistan,2,63,0,0,0,0,0
61,sort,sort,jump,0.75620310216628,0.24379689783372,0.417269005109046,0.582730994890954,Afghanistan,2,65,0,0,0,0,0
62,jumps,jump,flashback,0.714233772275487,0.285766227724513,0.0672504252362658,0.932749574763734,Afghanistan,2,66,0,0,0,0,0
63,combat,combat,man,0.687140549402891,0.312859450597109,0.368737278695689,0.631262721304311,Afghanistan,2,67,0,0,1,0,0
64,begins,begin,bunch,0.755561061913257,0.244438938086743,0.351953087199555,0.648046912800445,Afghanistan,2,69,0,0,0,0,0
65,bunch,bunch,soldier,0.866244157041034,0.133755842958966,0.209932180976089,0.790067819023911,Afghanistan,2,70,0,0,0,0,0
66,guess,guess,kind,0.664218118848171,0.335781881151829,0.777292653995451,0.222707346004549,Afghanistan,2,72,0,0,0,0,0
67,kind,kind,sandy,0.474296448305796,0.525703551694203,0.311287187524028,0.688712812475972,Afghanistan,2,73,0,0,0,0,0
68,sandy,sandy,area,0.798820723900813,0.201179276099187,0.430341655613216,0.569658344386784,Afghanistan,2,74,0,0,0,1,0
69,area,area,come,0.620318933498867,0.379681066501133,0.57502324826999,0.42497675173001,Afghanistan,2,75,0,0,0,1,0
70,coming,come,fire,0.47579149735239,0.52420850264761,0.586928743106035,0.413071256893965,Afghanistan,2,76,0,0,0,0,0
71,fire,fire,bounce,0.68793722862666,0.31206277137334,0.205812513536639,0.79418748646336,Afghanistan,2,77,0,0,0,1,0
72,bounces,bounce,bite,0.760423079696066,0.239576920303934,0.259238748072997,0.740761251927003,Afghanistan,2,78,0,0,0,0,0
73,bit,bite,war,0.541942780117418,0.458057219882582,0.164064365943002,0.835935634056998,Afghanistan,2,79,0,0,0,0,0
74,documentary,documentary,suddenly,0.676444093647022,0.323555906352978,0.155241620502023,0.844758379497976,Afghanistan,2,81,0,0,0,0,0
75,suddenly,suddenly,clip,0.633278093514071,0.366721906485929,0.265364495919729,0.734635504080271,Afghanistan,2,82,0,0,0,0,0
76,time,time,combat,0.297007509764762,0.702992490235238,0.395473315886821,0.604526684113179,John's Room,3,83,0,0,0,0,0
77,woke,wake,he,0.777216581136904,0.222783418863096,0.535070639943861,0.464929360056139,John's Room,3,84,0,1,0,0,0
78,dreams,dream,shortly,0.418515621356655,0.581484378643345,0.398737546213141,0.601262453786859,John's Room,3,86,0,1,0,1,0
79,room,room,room,1,-2.22044604925031E-16,1,-4.44089209850063E-16,John's Room,3,87,0,0,1,1,0
80,bare,bare,he,0.812669195259497,0.187330804740503,0.399189291763508,0.600810708236492,John's Room,3,89,0,0,0,0,0
81,laying,lay,bed,0.8180604360384,0.1819395639616,0.676724154726871,0.323275845273129,John's Room,3,91,0,0,1,1,1
82,bed,bed,he,0.758720853391389,0.241279146608611,0.582154992133808,0.417845007866192,John's Room,3,92,0,0,1,0,0
83,trouble,trouble,memory,0.0012293559755628,0.998770644024437,0.416188583096432,0.583811416903568,John's Room,3,93,0,0,1,0,0
84,memories,memory,they,0.486593128240283,0.513406871759717,0.45642285185307,0.54357714814693,John's Room,3,94,0,0,1,0,0
85,they,they,bother,0.604354136557278,0.395645863442722,0.532487528009752,0.467512471990248,John's Room,3,95,0,0,0,0,0
86,bothering,bother,him,0.551408071416221,0.448591928583779,0.550180975271866,0.449819024728134,John's Room,3,96,0,0,1,0,0
87,him,him,flash,0.735561601381901,0.264438398618099,0.359288038646433,0.640711961353567,John's Room,3,97,0,0,0,0,0
88,flashes,flash,you,0.62265125348713,0.37734874651287,0.419761179104822,0.580238820895178,John's Room,3,98,0,0,0,0,0
89,clips,clip,jump,0.739605949444668,0.260394050555332,0.343404161283385,0.656595838716615,John's Room,3,99,0,0,0,0,0
90,dark,dark,room,0.398022903451893,0.601977096548107,0.637540880228752,0.362459119771248,John's Room,3,104,0,0,0,1,0
91,tiny,tiny,bed,0.93802964882323,0.0619703511767697,0.51674114376243,0.48325885623757,John's Room,3,106,0,0,0,1,0
92,small,small,desk,0.951410065658006,0.0485899343419941,0.440636058358351,0.559363941641649,John's Room,3,107,0,0,0,0,0
93,desk,desk,leave,0.574729120048854,0.425270879951146,0.461370835217305,0.538629164782695,John's Room,3,108,0,0,0,1,0
94,left,leave,dream,-0.260723105444037,1.26072310544404,0.49807196462884,0.50192803537116,John's Room,3,109,0,0,0,0,0
95,ends,end,he,0.454418654182691,0.545581345817309,0.775127326830425,0.224872673169575,John's Room,3,111,0,0,0,0,0
96,bolts,bolt,upright,0.805282294241245,0.194717705758755,0.518559086271322,0.481440913728678,John's Room,3,112,0,0,0,0,0
97,upright,upright,essentially,0.741915859784982,0.258084140215018,0.228047278085263,0.771952721914737,John's Room,3,113,0,0,0,0,0
98,essentially,essentially,scene,0.774899328091113,0.225100671908887,0.397473403281525,0.602526596718475,John's Room,3,114,0,0,0,0,0
99,focuses,focus,him,0.861160721830289,0.138839278169711,0.510679065345653,0.489320934654347,John's Room,3,116,0,0,0,0,0
100,you,you,his,0.845877241355487,0.154122758644513,0.735100473125701,0.264899526874299,John's Room,3,118,0,0,0,0,0
101,character,character,wake,0.673599655964559,0.326400344035441,0.248810198217537,0.751189801782463,John's Room,3,120,0,0,0,0,0
102,wakes,wake,he,0.777216581136904,0.222783418863096,0.535070639943861,0.464929360056139,John's Room,3,121,0,0,0,0,0
103,sleeping,sleep,he,0.586016524043939,0.413983475956061,0.463219689457161,0.536780310542839,John's Room,3,123,0,0,0,0,1
104,sits,sit,frustrate,0.288949821408678,0.711050178591322,0.0629541004769531,0.937045899523047,John's Room,3,124,0,0,0,0,1
105,frustrated,frustrate,scene,0.192896899403643,0.807103100596357,-0.0579846936273123,1.05798469362731,John's Room,3,125,0,0,0,0,1
106,sitting,sit,bed,0.910527105979192,0.0894728940208083,0.658266034042918,0.341733965957082,John's Room,3,127,0,0,0,0,0
107,morning,morning,sit,0.819222907396953,0.180777092603047,0.589320003718784,0.410679996281216,John's Room,3,129,0,0,0,0,1
108,smiling,smile,his,0.687977361036866,0.312022638963134,0.526641655824526,0.473358344175474,John's Room,3,131,0,0,0,0,0
109,hands,hand,him,0.770850825697147,0.229149174302853,0.791893530564017,0.208106469435983,John's Room,3,132,0,0,0,0,1
110,apple,apple,coffee,0.953028033844587,0.0469719661554125,0.357315205089052,0.642684794910948,John's Room,3,134,0,0,0,0,1
111,coffee,coffee,mug,0.412888560849101,0.587111439150899,0.517300370783294,0.482699629216706,John's Room,3,135,0,0,0,0,1
112,doctor,doctor,sign,0.780187864315948,0.219812135684052,0.399001708976755,0.600998291023245,John's Room,3,136,0,0,0,0,1
113,sign,sign,military,0.829829355697786,0.170170644302214,0.343250183829315,0.656749816170685,John's Room,3,137,0,0,0,0,0
114,military,military,doctor,0.970658846149386,0.0293411538506143,0.263827211829036,0.736172788170964,John's Room,3,138,0,0,0,0,1
115,doctors,doctor,emblem,0.647496748524453,0.352503251475547,0.0120272034990295,0.98797279650097,John's Room,3,139,0,0,0,0,1
116,emblem,emblem,he,0.610554469387818,0.389445530612182,0.161274639078436,0.838725360921564,John's Room,3,140,0,0,0,0,0
117,personal,personal,blog,0.610675282147972,0.389324717852028,0.490974973966982,0.509025026033018,John's Room,3,142,0,0,0,0,0
118,blog,blog,screen,0.756840240712396,0.243159759287604,0.303922436244069,0.696077563755931,John's Room,3,143,0,0,0,0,1
119,screen,screen,empty,0.741356444320664,0.258643555679336,0.424164907243814,0.575835092756186,John's Room,3,144,0,0,0,0,0
120,empty,empty,switch,0.667213380167237,0.332786619832763,0.294833797858761,0.705166202141239,John's Room,3,145,0,0,0,0,0
121,gun,gun,cut,0.854013064953336,0.145986935046664,0.410779583745123,0.589220416254877,John's Room,4,149,1,0,0,1,0
122,cuts,cut,scene,0.540795157236594,0.459204842763406,0.435571355203491,0.564428644796509,John's Room,4,150,0,0,0,0,0
123,sit,sit,he,0.835842949052761,0.164157050947239,0.582284630528431,0.417715369471569,John's Room,4,153,0,0,1,0,0
124,limping,limp,cane,0.839949535513309,0.160050464486691,0.235475998715828,0.764524001284172,John's Room,4,154,0,0,0,0,0
125,cane,cane,his,0.771323464179821,0.228676535820179,0.280812464903397,0.719187535096603,John's Room,4,155,0,0,1,0,1
126,leg,leg,injure,0.572992893051749,0.427007106948251,0.170020382536556,0.829979617463444,John's Room,4,157,0,0,1,0,0
127,injured,injure,sort,0.522737919172728,0.477262080827272,0.0682550889405381,0.931744911059462,John's Room,4,158,0,0,1,0,0
128,laps,lap,he,0.718523457494728,0.281476542505272,0.428739555103801,0.571260444896199,John's Room,4,160,0,0,0,0,0
129,spends,spend,day,0.893223447465494,0.106776552534506,0.669552843568025,0.330447156431975,John's Room,4,161,0,0,0,1,0
130,day,day,focus,0.866251870984767,0.133748129015233,0.544977362694081,0.455022637305919,John's Room,4,162,0,0,0,1,0
131,laptop,laptop,blog,0.785678806454148,0.214321193545852,0.232365164318492,0.767634835681508,John's Room,4,165,0,0,0,1,0
132,written,write,blog,0.727503620082955,0.272496379917045,0.624274008395022,0.375725991604978,John's Room,4,167,0,0,0,0,0
133,taking,take,his,0.634527318592441,0.365472681407559,0.730002746859126,0.269997253140874,John's Room,4,168,0,0,0,0,0
134,computer,computer,desk,0.666017733133416,0.333982266866584,0.489202384803537,0.510797615196463,John's Room,4,169,0,0,0,0,0
135,underneath,underneath,scene,0.687732057639353,0.312267942360647,0.307305773204481,0.692694226795519,John's Room,4,172,0,0,0,0,0
136,visible,visible,bedroom,0.761944912573918,0.238055087426082,0.207592158243076,0.792407841756924,John's Room,4,174,0,0,0,0,0
137,bedroom,bedroom,scene,0.832382449958654,0.167617550041346,0.448902601419335,0.551097398580665,John's Room,4,175,0,0,0,0,1
138,rectangular,rectangular,pretty,0.69035848752114,0.30964151247886,0.194364360928868,0.805635639071132,John's Room,4,177,0,0,0,0,1
139,nondescript,nondescript,therapist,0.744811581225698,0.255188418774302,0.0064505154892099,0.99354948451079,John's Room,4,179,0,0,0,0,0
140,therapist,therapist,he,0.880342268266564,0.119657731733436,0.278031852779709,0.721968147220291,Psychotherapist's Office,5,181,1,1,1,0,1
141,trust,trust,point,0.452129788412012,0.547870211587988,0.496437106821878,0.503562893178122,Psychotherapist's Office,5,182,1,0,0,1,0
142,point,point,we,0.875808762405126,0.124191237594874,0.787574264986191,0.212425735013809,Psychotherapist's Office,5,183,0,0,0,0,0
143,shortly,shortly,he,0.880098420254534,0.119901579745466,0.548314921042464,0.451685078957536,Psychotherapist's Office,5,184,0,0,0,0,0
144,office,office,therapist,0.728122321675921,0.271877678324079,0.300928782618784,0.699071217381216,Psychotherapist's Office,5,185,0,1,0,0,1
145,talking,talk,his,0.607411010038956,0.392588989961044,0.644936763735791,0.355063236264209,Psychotherapist's Office,5,187,0,0,0,0,0
146,mental,mental,health,0.871697739611896,0.128302260388104,0.653683497911428,0.346316502088572,Psychotherapist's Office,5,189,0,1,0,0,0
147,health,health,remember,0.717025535785616,0.282974464214384,0.410773836678027,0.589226163321973,Psychotherapist's Office,5,190,0,1,0,0,0
148,remember,remember,they,0.551928904115979,0.448071095884021,0.782572599010633,0.217427400989367,Psychotherapist's Office,5,191,0,0,0,0,0
149,talked,talk,she,0.587452614124671,0.412547385875329,0.728083469133717,0.271916530866283,Psychotherapist's Office,5,193,0,0,0,0,0
150,she,she,think,0.680086367476043,0.319913632523957,0.771657148490069,0.228342851509931,Psychotherapist's Office,5,194,0,0,0,0,0
151,thought,think,he,0.650080372729206,0.349919627270794,0.819743743193579,0.180256256806421,Psychotherapist's Office,5,195,0,0,0,0,0
152,things,thing,bite,0.781580215425705,0.218419784574295,0.43594950735932,0.56405049264068,Psychotherapist's Office,5,196,0,0,0,0,0
153,fuzzy,fuzzy,point,0.749844134111733,0.250155865888267,0.208979609484487,0.791020390515513,Psychotherapist's Office,5,198,0,0,0,0,0
154,woman,woman,she,0.843317656021005,0.156682343978995,0.834229971439639,0.165770028560361,Psychotherapist's Office,5,201,0,0,1,0,0
155,find,find,he,0.769417420734069,0.230582579265931,0.752226026365405,0.247773973634595,Psychotherapist's Office,5,206,0,0,0,0,0
156,start,start,talk,0.758216146754987,0.241783853245013,0.707619992736949,0.292380007263051,Psychotherapist's Office,5,209,0,0,0,0,0
157,tells,tell,him,0.736357748389967,0.263642251610033,0.820497170856193,0.179502829143807,Psychotherapist's Office,5,211,0,0,0,0,0
158,write,write,write,1,-2.22044604925031E-16,1,0,Psychotherapist's Office,5,212,0,0,1,0,0
159,experiences,experience,story,0.533664883751945,0.466335116248055,0.631138474937775,0.368861525062225,Psychotherapist's Office,5,213,0,0,0,0,0
160,story,story,he,0.763738983437658,0.236261016562342,0.67607682908431,0.32392317091569,Psychotherapist's Office,5,214,0,0,1,0,0
161,them,them,jump,0.750956765151405,0.249043234848595,0.496163793184821,0.503836206815178,Psychotherapist's Office,5,215,0,0,0,0,0
162,couch,couch,chair,0.972992603816603,0.0270073961833971,0.659584701380815,0.340415298619185,Psychotherapist's Office,5,216,0,0,0,1,0
163,chair,chair,talk,0.375623104471284,0.624376895528716,0.438001007990521,0.561998992009479,Psychotherapist's Office,5,217,0,0,0,0,0
164,psychiatrist,psychiatrist,psychiatrist,1,-2.22044604925031E-16,1,2.22044604925031E-16,Psychotherapist's Office,5,219,0,0,0,1,1
165,psychiatrists,psychiatrist,ask,0.679337180062261,0.320662819937739,0.319128080007769,0.680871919992231,Psychotherapist's Office,5,220,0,0,0,0,0
166,asks,ask,him,0.71899268872352,0.28100731127648,0.746117454899581,0.253882545100419,Psychotherapist's Office,5,221,0,0,0,0,0
167,berates,berate,him,0.607330780015086,0.392669219984914,0.0968821987318231,0.903117801268177,Psychotherapist's Office,5,223,0,0,0,0,0
168,situation,situation,bite,0.700601935100345,0.299398064899655,0.210810853380323,0.789189146619677,Psychotherapist's Office,5,224,0,0,0,0,0
169,confrontation,confrontation,trust,-0.339013275944735,1.33901327594474,0.162377069894854,0.837622930105146,Psychotherapist's Office,5,225,0,0,0,1,0
170,issues,issue,them,0.771198594667314,0.228801405332686,0.590076576866275,0.409923423133725,Psychotherapist's Office,5,227,0,0,0,1,0
171,switches,switch,psychiatrist,0.607616331757137,0.392383668242863,-0.0067493612370659,1.00674936123707,Psychotherapist's Office,5,229,0,0,0,0,1
172,therapists,therapist,office,0.728122321675921,0.271877678324079,0.300928782618784,0.699071217381216,Psychotherapist's Office,5,231,0,0,0,0,1
173,suggests,suggest,him,0.627455622784886,0.372544377215114,0.494610620296558,0.505389379703442,Psychotherapist's Office,5,236,0,0,0,0,0
174,your,your,blog,0.674342577562705,0.325657422437295,0.591164991997394,0.408835008002606,Psychotherapist's Office,5,237,0,0,0,0,0
175,haven,haven,write,0.634947141396744,0.365052858603256,0.186310964360249,0.813689035639751,Psychotherapist's Office,5,238,0,0,0,0,0
176,wrote,write,trust,0.218610886647967,0.781389113352033,0.451711273909022,0.548288726090978,Psychotherapist's Office,5,240,0,0,0,0,0
177,reading,read,my,0.636059426113018,0.363940573886982,0.708661184421663,0.291338815578337,Psychotherapist's Office,5,243,0,0,0,0,0
178,my,my,write,0.858507699895232,0.141492300104768,0.627543456652799,0.372456543347201,Psychotherapist's Office,5,244,0,0,0,0,0
179,writing,write,upside,0.637392009639012,0.362607990360988,0.181594092117158,0.818405907882842,Psychotherapist's Office,5,245,0,0,0,0,0
180,upside,upside,my,0.692039955480876,0.307960044519124,0.355900295694145,0.644099704305855,Psychotherapist's Office,5,246,0,0,0,0,0
181,paper,paper,he,0.766769249492838,0.233230750507162,0.522999231374271,0.477000768625729,Psychotherapist's Office,5,247,0,0,0,0,1
182,notepad,notepad,he,0.566895213420585,0.433104786579415,0.101223205379207,0.898776794620793,Psychotherapist's Office,5,248,0,0,0,0,1
183,takes,take,place,0.814551036069316,0.185448963930684,0.793501950243028,0.206498049756972,London Railway Station,7,250,0,0,0,0,0
184,place,place,october,0.725653649638317,0.274346350361683,0.524457056627781,0.475542943372219,London Railway Station,7,251,0,0,1,0,0
185,october,october,man,0.860331410241935,0.139668589758065,0.447797917524805,0.552202082475195,London Railway Station,7,252,0,0,1,0,0
186,phone,phone,jump,0.688293083553405,0.311706916446595,0.31626506325074,0.68373493674926,London Railway Station,7,253,0,0,1,1,1
187,jumping,jump,them,0.750956765151405,0.249043234848595,0.496163793184821,0.503836206815178,London Railway Station,7,254,0,0,0,0,0
188,clear,clear,they,0.62548803087398,0.37451196912602,0.712256837466214,0.287743162533786,London Railway Station,7,255,0,0,0,0,0
189,affair,affair,clear,0.823237347007078,0.176762652992922,0.300453625712756,0.699546374287244,London Railway Station,7,256,0,0,1,0,0
190,prior,prior,introduction,0.766593840162829,0.233406159837171,0.550506698463806,0.449493301536194,London Railway Station,7,257,0,0,0,0,0
191,introduction,introduction,killing,0.191660279978063,0.808339720021937,0.205307839938306,0.794692160061694,London Railway Station,7,258,0,0,0,1,0
192,killings,killing,scene,0.385176035127019,0.614823964872981,0.440260991557535,0.559739008442465,London Railway Station,7,259,0,0,0,1,0
193,businessman,businessman,walk,0.678145891663758,0.321854108336242,0.186820205230237,0.813179794769763,London Railway Station,7,260,0,0,0,1,0
194,train,train,station,0.8302564036878,0.1697435963122,0.655187269532842,0.344812730467158,London Railway Station,7,261,0,0,0,1,0
195,station,station,phone,0.856544456365941,0.143455543634059,0.449824909505589,0.550175090494411,London Railway Station,7,262,0,0,0,1,0
196,secretary,secretary,she,0.768334258013382,0.231665741986618,0.350783611227797,0.649216388772203,London Railway Station,7,264,0,0,0,1,0
197,loves,love,him,0.572335664667812,0.427664335332188,0.70541473644671,0.29458526355329,London Railway Station,7,265,0,0,0,1,0
198,basically,basically,he,0.58948245193925,0.41051754806075,0.632318140205872,0.367681859794128,London Railway Station,7,268,0,0,0,0,0
199,cab,cab,she,0.863650698611015,0.136349301388985,0.306051194381584,0.693948805618416,London Railway Station,7,269,0,0,0,0,1
200,secretly,secretly,he,0.759245580996539,0.240754419003461,0.4267295465694,0.5732704534306,London Railway Station,7,271,0,0,0,0,1
201,strange,strange,place,0.648044394629365,0.351955605370635,0.592823301363054,0.407176698636946,Empty Office Building,8,272,0,0,1,0,0
202,high,high,build,0.764493877556066,0.235506122443934,0.547483553989102,0.452516446010898,Empty Office Building,8,273,0,0,1,0,0
203,building,build,he,0.631423391005487,0.368576608994513,0.481992806953926,0.518007193046074,Empty Office Building,8,274,0,0,1,1,0
204,jar,jar,pretty,0.648120345415605,0.351879654584395,0.217273579803192,0.782726420196808,Empty Office Building,8,276,0,0,1,0,0
205,pretty,pretty,large,0.785719240648019,0.214280759351981,0.544516864300931,0.455483135699069,Empty Office Building,8,277,0,0,0,0,0
206,large,large,pill,0.804311695222672,0.195688304777328,0.156693529120598,0.843306470879402,Empty Office Building,8,278,0,0,0,0,0
207,pills,pill,pill,1,-2.22044604925031E-16,1,3.33066907387547E-16,Empty Office Building,8,279,0,0,1,1,0
208,swallows,swallow,them,0.602758498223177,0.397241501776823,0.354006773171591,0.645993226828409,Empty Office Building,8,280,0,0,1,0,0
209,pour,pour,he,0.737895690455019,0.262104309544981,0.190474556473453,0.809525443526547,Empty Office Building,8,281,0,0,0,0,0
210,rise,rise,build,0.721766227778469,0.278233772221531,0.47569353330772,0.52430646669228,Empty Office Building,8,284,0,0,0,1,0
211,seemingly,seemingly,take,0.213008584105166,0.786991415894834,0.397575751881159,0.602424248118841,Empty Office Building,8,286,0,0,0,0,0
212,pill,pill,curl,0.810631658541817,0.189368341458183,0.114404788597308,0.885595211402692,Empty Office Building,8,287,0,0,0,1,1
